id,name,latitude,longitude,kind,media
500839,RUA PANDIÁ CALÓGENAS ESQUINA COM AV. PEREIRA INÁCIO - POSTO SHELL II,-23.5069779,-47.4558072,URBANO,OUTDOOR
500840,AV. ADOLPHO MASSAGLIA - SENTIDO RESIDENCIAL GIVERNY - FACE SECRETARIA DA FAZENDA,-23.5474833,-47.4718304,URBANO,OUTDOOR
500841,AV. ADOLPHO MASSAGLIA - SENTIDO SECRETARIA DA FAZENDA - FACE RESIDENCIAL GIVERNY,-23.5474833,-47.4718304,URBANO,OUTDOOR
500842,"RUA VISCONDE DO RIO BRANCO, Nº 1087 - PLACA I - SENTIDO AV. WASHINGTON LUIS",-23.5137293,-47.4748678,URBANO,OUTDOOR
500843,"RUA VISCONDE DO RIO BRANCO, Nº 1087 - PLACA II - SENTIDO AV. WASHINGTON LUIS",-23.5137293,-47.4748678,URBANO,OUTDOOR
500844,RUA TOCANTINS X RUA GARCIA REDONDO - SENTIDO AV. GAL. CARNEIRO,"-23.513598,",47.4740617,URBANO,OUTDOOR
500845,AV.RIUSAKO KANIZAWA Nº 485 X RUA ADEMIR PEREIRA - PLACA I,-23.4668076,-47.501197,URBANO,OUTDOOR
500846,AV.RIUSAKO KANIZAWA Nº 485 X RUA ADEMIR PEREIRA - PLACA II,-23.4668076,-47.501197,URBANO,OUTDOOR
500160,SP 127 - ROD. ROMANO SCHINCARIOL - S. ITAPETININGA,-23.357204, -47.881063,RODOVIA,OUTDOOR
500161,SP 127 - ROD. ROMANO SCHINCARIOL - S. TATUI,-23.357204, -47.881063,RODOVIA,OUTDOOR
500162,RUA ANGELO POLES - LE,-23.335401,-47.855898,URBANO,OUTDOOR
500163,RUA ANGELO POLES - LD,-23.335401,-47.855898,URBANO,OUTDOOR
500164,AV. POMPEU REALLI - LE 2,-23.337453,-47.857117,URBANO,OUTDOOR
500169,RUA JOSÉ BONIFÁCIO - IGREJA MATRIZ - LE,-23.349575,-47.848919,URBANO,OUTDOOR
500170,RUA JOSÉ BONIFÁCIO - IGREJA MATRIZ - LD,-23.349575,-47.848919,URBANO,OUTDOOR
500175,ROD. LAURINDO MINHOTO - LD 2,-23.350944,-47.833395,RODOVIA,OUTDOOR
500176,ROD. LAURINDO MINHOTO - LD 3,-23.350920,-47.833369,RODOVIA,OUTDOOR
500184,RUA XI DE AGOSTO - LD 1,-23.354771,-47.861272,URBANO,OUTDOOR
500185,RUA XI DE AGOSTO - CHURRASC COSTELÃO,-23.358775,-47.878533,URBANO,OUTDOOR
500312,RUA XI DE AGOSTO - LD 2,-23.354771,-47.861272,URBANO,OUTDOOR
500382,AV. POMPEU REALLI - LD 1,-23.337210, -47.858801,URBANO,OUTDOOR
500519,AV. POMPEU REALLI - LD 2,-23.337738, -47.856948,URBANO,OUTDOOR
500520,AV. POMPEU REALLI - LE 1,-23.337415, -47.857226,URBANO,OUTDOOR
500828,"RUA SÃO BENTO, 415- CONSERVATÓRIO - ESQUINA FRANCISCO PEREIRA",-23.349034,-47.8436998,URBANO,OUTDOOR
500829,"RUA SÃO BENTO, 808- CONSERVATÓRIO - ESQUINA CÔNEGO JOÃO CLÍMACO ",-23.351633,-47.841778,URBANO,OUTDOOR
500830,AVENIDA CORONEL FIRMO VIEIRA DE CAMARGO- MC DONALDS - I,-23.34792,-47.8436223,URBANO,OUTDOOR
500676,"RUA RAFAEL DE CAMPOS,250- CENTRO- PRAÇA DA MATRIZ ",-23.104334,-47.711428,URBANO,OUTDOOR
500796,RUA FRANCISCO DE TOLEDO- CONCESSIONARIA VOLKSWAGEN MAGGI,-23.1174642,-47.7110371,URBANO,OUTDOOR
500339,"AV. GISELE CONSTANTINO, 501- SENTIDO SOROCABA",-23.5488048,-47.4663143,URBANO,OUTDOOR
500684,"AV. GISELE CONSTANTINO,788-PQ. BELA VISTA- PLACA 1",-23.545751,-47.467057,URBANO,OUTDOOR
500685,"AV. GISELE CONSTANTINO,788-PQ. BELA VISTA- PLACA 2",-23.545784,-47.467068,URBANO,OUTDOOR
500720,"AV. MATHEUS CONEGERO, 200- SENT. IGUATEMI",-23.542468, -47.462993,URBANO,OUTDOOR
600635,"RUA HORACIO CENCI, Nº 40- LD - SENTIDO IGUATEMI - PLACA I ",-23.530741,-47.4661601,URBANO,OUTDOOR
600636,"RUA HORACIO CENCI, Nº 40- LD - SENTIDO IGUATEMI - PLACA II",-23.530741,-47.4661601,URBANO,OUTDOOR
600659,AV. ANTONIO BARDELA - SENTIDO SOROCABA PARK HOTEL - FACE AUTOMEC PLACA I,-23.4739789,-47.4308584,URBANO,OUTDOOR
600660,AV. ANTONIO BARDELA - SENTIDO SOROCABA PARK HOTEL - FACE AUTOMEC PLACA II,-23.4739789,-47.4308584,URBANO,OUTDOOR
600661,AV. ANTONIO BARDELA - SENTIDO AUTOMEC - FACE PARA SOROCABA PARK HOTEL - PLACA I,-23.4740813,-47.4311381,URBANO,OUTDOOR
600662,AV. ANTONIO BARDELA - SENTIDO AUTOMEC - FACE PARA SOROCABA PARK HOTEL - PLACA II,-23.4740813,-47.4311381,URBANO,OUTDOOR
600663,"AV.ENG.CARLOS REINALDO MENDES,2545- FTE PAD. REAL I     ",-23.4814932,-47.421598,URBANO,OUTDOOR
600664,"AV.ENG.CARLOS REINALDO MENDES,2545- FTE PAD. REAL II",-23.4814932,-47.421598,URBANO,OUTDOOR
700008,ROD. CASTELLO BRANCO KM 238+400M,-22.9733634,-48.7899544,RODOVIA,FRONTLIGHT 
700009,ROD. PRESIDENTE DUTRA KM 102+200M - LE - SENTIDO SÃO PAULO,-22.9953997,-45.4906072,RODOVIA,FRONTLIGHT 
700010,ROD. DOS TAMOIOS KM 25+750M LD - SENTIDO CARAGUATATUBA,-23.3362326,-45.7133919,RODOVIA,FRONTLIGHT 
700011,ROD. AYRTON SENNA KM 38+590M LE - SENTIDO RIO DE JANEIRO,-23.4464212,-46.3213902,RODOVIA,FRONTLIGHT 
700012,ROD. DOM PEDRO I KM 18+400M LE - SENTIDO CAMPINAS,-23.2418342,-46.1207609,RODOVIA,FRONTLIGHT 
700014,RODOVIA HAMILTON VIEIRA MENDES KM 34 - TREVO SILVEIRAS X CRUZEIRO ,-22.6512871,-44.9573423,RODOVIA,FRONTLIGHT 
700015,ROD. DOS BANDEIRANTES KM 79+500M,-23.0458506,-47.0580476,RODOVIA,FRONTLIGHT 
700016,SP 330 RODOVIA ANHANGUERA KM 296,-21.306536,-47.739581,RODOVIA,FRONTLIGHT 
700017,SP 310 RODOVIA WASHINGTON LUÍS - KM 427+950M,-22.216342,-49.8399179,RODOVIA,FRONTLIGHT 
700018,"ROD. PADRE MANOEL DA NÓBREGA, KM 282 - SENTIDO SÃO PAULO",-23.9695569,-46.4737505,RODOVIA,FRONTLIGHT 
700019,ROD. FERNÃO DIAS KM 53+500M,-23.2536553,-46.5945835,RODOVIA,FRONTLIGHT 
700020,ROD. CÂNDIDO PORTINARI KM 390,-20.5937141,-47.4406034,RODOVIA,FRONTLIGHT 
700021,ROD. GOVERNADOR ADHEMAR DE BARROS KM 149,-22.5466055,-46.9988542,RODOVIA,FRONTLIGHT 
700022,ROD. MARECHAL RONDON KM 527,-23.1819129,-45.728096,RODOVIA,FRONTLIGHT 
700023,ROD. COMANDANTE JOÃO RIBEIRO DE BARROS KM 527+400,-21.9459633,-50.5216416,RODOVIA,FRONTLIGHT 
800001,RICAN AV. DR. AFONSO VERGUEIRO - EM FRENTE À ESTAÇÃO FERROVIÁRIA - TIPO DE ABRIGO (SIMPLES),-23.4964588,-47.4547892,URBANO,ABRIGO
800002,MUPI AV. DR. AFONSO VERGUEIRO - EM FRENTE À ESTAÇÃO FERROVIÁRIA,-23.4964588,-47.4547892,URBANO,MUPI
800003,VIDRO I AV. DR. AFONSO VERGUEIRO - EM FRENTE AO SHOPPING SOROCABA - TIPO DE ABRIGO (DUPLO),-23.4969338,-47.4669684,URBANO,ABRIGO
800004,VIDRO II AV. DR. AFONSO VERGUEIRO - EM FRENTE AO SHOPPING SOROCABA - TIPO DE ABRIGO (DUPLO),-23.4969338,-47.4669684,URBANO,ABRIGO
800005,MUPI AV. DR. AFONSO VERGUEIRO - EM FRENTE AO SHOPPING SOROCABA,-23.4969338,-47.4669684,URBANO,MUPI
800006,AV. DR. AFONSO VERGUEIRO - DEFRONTE AO PÁTIO CIANÊ - TIPO DE ABRIGO (DUPLO),-23.4953264,-47.4608732,URBANO,ABRIGO
800007,AV. DR. AFONSO VERGUEIRO - DEFRONTE AO PÁTIO CIANÊ - TIPO DE ABRIGO (DUPLO),-23.4953264,-47.4608732,URBANO,ABRIGO
800008,RICAN I AV. DR. AFONSO VERGUEIRO - FRENTE AO TERMINAL SANTO ANTONIO - TIPO DE ABRIGO (DUPLO),-23.4954136,-47.4599472,URBANO,ABRIGO
800009,RICAN II AV. DR. AFONSO VERGUEIRO - FRENTE AO TERMINAL SANTO ANTONIO - TIPO DE ABRIGO (DUPLO),-23.4954136,-47.4599472,URBANO,ABRIGO
800010,MUPI AV. DR. AFONSO VERGUEIRO - FRENTE AO TERMINAL SANTO ANTONIO,-23.4954136,-47.4599472,URBANO,MUPI
800011,RICAN JUVENAL DE CAMPOS - EM FRENTE HIGA ATACADO - TIPO DE ABRIGO (SIMPLES),-23.513236,-47.4513407,URBANO,ABRIGO
800012,MUPI I JUVENAL DE CAMPOS - EM FRENTE HIGA ATACADO,-23.513236,-47.4513407,URBANO,MUPI
800013,MUPI II JUVENAL DE CAMPOS - EM FRENTE HIGA ATACADO,-23.513236,-47.4513407,URBANO,MUPI
800014,AV. BARÃO DE TATUÍ - AO LADO DO Nº 434 - TIPO DE ABRIGO (SIMPLES),-23.5073459,-47.4625412,URBANO,ABRIGO
800015,AV. BARÃO DE TATUÍ - EM FRENTE AO Nº 1078 - DEFRONTE A IGREJA J. CAMARGO - TIPO DE ABRIGO (SIMPLES),-23.5126046,-47.4641012,URBANO,ABRIGO
800016,MUPI AV. BARÃO DE TATUÍ - EM FRENTE AO Nº 1078 - DEFRONTE A IGREJA J. CAMARGO,-23.5126046,-47.4641012,URBANO,MUPI
800017,"RICAN AV. BARÃO DE TATUÍ - EM FRENTE AO Nº 859, BXC - TIPO DE ABRIGO (SIMPLES)",-23.5106495,-47.4627325,URBANO,ABRIGO
800018,VIDRO AV. BARÃO DE TATUÍ - EM FRENTE AO GPACI - TIPO DE ABRIGO (SIMPLES),-23.513753,-47.4648891,URBANO,ABRIGO
800019,MUPI I AV. BARÃO DE TATUÍ - EM FRENTE AO GPACI,-23.513753,-47.4648891,URBANO,MUPI
800020,MUPI II AV. BARÃO DE TATUÍ - EM FRENTE AO GPACI,-23.513753,-47.4648891,URBANO,MUPI
800021,RICAN GARCIA REDONDO - EM FRENTE AO Nº 792 - TIPO DE ABRIGO (SIMPLES),-23.5113294,-47.4723778,URBANO,ABRIGO
800022,MUPI I GARCIA REDONDO - EM FRENTE AO Nº 792,-23.5113294,-47.4723778,URBANO,MUPI
800023,MUPI II GARCIA REDONDO - EM FRENTE AO Nº 792,-23.5113294,-47.4723778,URBANO,MUPI
800024,RICAN RUA TOCANTINS - EM FRENTE AO Nº 825 - TIPO DE ABRIGO (SIMPLES),-23.5146216,-47.4734988,URBANO,ABRIGO
800025,MUPI RUA TOCANTINS - EM FRENTE AO Nº 825,-23.5146216,-47.4734988,URBANO,MUPI
800026,AV.DR.EUGÊNIO SALERNO - EM FRENTE A CNA - TIPO DE ABRIGO (SIMPLES),-23.5018249,-47.4683785,URBANO,ABRIGO
800027,AV.DR.EUGÊNIO SALERNO - AO LADO DO Nº 387 - TIPO DE ABRIGO (SIMPLES),-23.499415,-47.4687505,URBANO,ABRIGO
800028,VIDRO I AV.DR.EUGÊNIO SALERNO - EM FRENTE AO ESTADÃO - TIPO DE ABRIGO (DUPLO),-23.5004923,-47.4684731,URBANO,ABRIGO
800029,VIDRO II AV.DR.EUGÊNIO SALERNO - EM FRENTE AO ESTADÃO - TIPO DE ABRIGO (DUPLO),-23.5004923,-47.4684731,URBANO,ABRIGO
800030,MUPI AV.DR.EUGÊNIO SALERNO - EM FRENTE AO ESTADÃO,-23.5004923,-47.4684731,URBANO,MUPI
800031,VIDRO I AV. ENG. CARLOS REINALDO MENDES - DEFRONTE AO PAÇO MUNICIPAL - TIPO DE ABRIGO (DUPLO),-23.4778447,"-47.421804,",URBANO,ABRIGO
800032,VIDRO II AV. ENG. CARLOS REINALDO MENDES - DEFRONTE AO PAÇO MUNICIPAL - TIPO DE ABRIGO (DUPLO),-23.4778447,"-47.421804,",URBANO,ABRIGO
800033,MUPI I AV. ENG. CARLOS REINALDO MENDES - DEFRONTE AO PAÇO MUNICIPAL,-23.4778447,"-47.421804,",URBANO,MUPI
800034,MUPI II AV. ENG. CARLOS REINALDO MENDES - DEFRONTE AO PAÇO MUNICIPAL,-23.4778447,"-47.421804,",URBANO,MUPI
800035,VIDRO AV. ENG. CARLOS REINALDO MENDES - EM FRENTE AO JORNAL CRUZ DO SUL - TIPO DE ABRIGO (SIMPLES),-23.4801319,-47.4213946,URBANO,ABRIGO
800036,MUPI AV. ENG. CARLOS REINALDO MENDES - EM FRENTE AO JORNAL CRUZ DO SUL,-23.4801319,-47.4213946,URBANO,MUPI
800037,RICAN AV.WASHINGTON LUÍS - 1194 - EM FRENTE ZETA - OFFICE - TIPO DE ABRIGO (SIMPLES),-23.5165492,-47.4668763,URBANO,ABRIGO
800038,MUPI AV.WASHINGTON LUÍS - 1194 - EM FRENTE ZETA - OFFICE,-23.5165492,-47.4668763,URBANO,MUPI
800039,RICAN AV. ENGENHEIRO CARLOS REINALDO MENDES - AO LADO DA DROGA RAIA - BXC - TIPO DE ABRIGO (SIMPLES),-23.4814085,-47.4215482,URBANO,ABRIGO
800040,MUPI AV. ENGENHEIRO CARLOS REINALDO MENDES - AO LADO DA DROGA RAIA,-23.4814085,-47.4215482,URBANO,MUPI
800041,RICAN AV. ENG. CARLOS REINALDO MENDES - EM FRENTE A FATEC - TIPO DE ABRIGO (SIMPLES),-23.4884119,-47.4390385,URBANO,ABRIGO
800042,MUPI AV. ENG. CARLOS REINALDO MENDES - EM FRENTE A FATEC,-23.4884119,-47.4390385,URBANO,MUPI
800043,AV. ENG. CARLOS REINALDO MENDES - EM FRENTE AO CLUBE DE CAMPO - TIPO DE ABRIGO (SIMPLES),-23.4844178,-47.4278648,URBANO,ABRIGO
800044,RICAN AV. ENG. CARLOS REINALDO MENDES - EM FRENTE A ROTATÓRIA DO FÓRUM - TIPO DE ABRIGO (SIMPLES),-23.4737216,-47.4233596,URBANO,ABRIGO
800045,MUPI I AV. ENG. CARLOS REINALDO MENDES - EM FRENTE A ROTATÓRIA DO FÓRUM - TIPO DE ABRIGO (SIMPLES),-23.4737216,-47.4233596,URBANO,MUPI
800046,MUPI II AV. ENG. CARLOS REINALDO MENDES - EM FRENTE A ROTATÓRIA DO FÓRUM - TIPO DE ABRIGO (SIMPLES),-23.4737216,-47.4233596,URBANO,MUPI
800047,RICAN AV.JUSCELINO K. DE OLIVEIRA Nº 816 - PRAÇA SENTIDO CENTRO - TIPO DE ABRIGO (SIMPLES),-23.5048914,-47.461874,URBANO,ABRIGO
800048,MUPI AV.JUSCELINO K. DE OLIVEIRA Nº 816 - PRAÇA SENTIDO CENTRO - TIPO DE ABRIGO (SIMPLES),-23.5048914,-47.461874,URBANO,MUPI
800049,RICAN AV. DOM AGUIRRE - POSTO PETROBAS - TIPO DE ABRIGO (SIMPLES),-23.4770502,-47.4424364,URBANO,ABRIGO
800050,MUPI AV. DOM AGUIRRE - POSTO PETROBAS - TIPO DE ABRIGO (SIMPLES),-23.4770502,-47.4424364,URBANO,MUPI
800051,RICAN AV. DOM AGUIRRE - CASA TURISTA - TIPO DE ABRIGO (SIMPLES),-23.4839728,-47.4387141,URBANO,ABRIGO
800052,MUPI AV. DOM AGUIRRE - CASA TURISTA - TIPO DE ABRIGO (SIMPLES),-23.4839728,-47.4387141,URBANO,MUPI
800053,RICAN AV. DOM AGUIRRE - HONDA - TIPO DE ABRIGO (SIMPLES),-23.4884119,-47.4390385,URBANO,ABRIGO
800054,MUPI AV. DOM AGUIRRE - HONDA - TIPO DE ABRIGO (SIMPLES),-23.4884119,-47.4390385,URBANO,MUPI
800055,RICAN AV. DOM AGUIRRE - EM FRENTE A LOCALIZA Nº 2912 - TIPO DE ABRIGO (SIMPLES),-23.4869909,-47.4382698,URBANO,ABRIGO
800056,MUPI I AV. DOM AGUIRRE - EM FRENTE A LOCALIZA Nº 2912 - TIPO DE ABRIGO (SIMPLES),-23.4869909,-47.4382698,URBANO,MUPI
800057,MUPI II AV. DOM AGUIRRE - EM FRENTE A LOCALIZA Nº 2912 - TIPO DE ABRIGO (SIMPLES),-23.4869909,-47.4382698,URBANO,MUPI
800058,RICAN AV.DOM AGUIRRE - FRONTE AO Nº 1984 - TIPO DE ABRIGO (SIMPLES),-23.4839728,-47.4387141,URBANO,ABRIGO
800059,MUPI  AV.DOM AGUIRRE - FRONTE AO Nº 1984,-23.4839728,-47.4387141,URBANO,MUPI
800060,RICAN AV.DOM AGUIRRE - FRONTE AO Nº 2413 - TIPO DE ABRIGO (SIMPLES),"-23.4830755,",-47.4387219,URBANO,ABRIGO
800061,MUPI AV.DOM AGUIRRE - FRONTE AO Nº 2413,"-23.4830755,",-47.4387219,URBANO,MUPI
800062,AV. GENERAL OSÓRIO 1840 - EM FRENTE UNITEM,-23.4876225,-47.4795573,URBANO,ABRIGO
800063,VIDRO AV.PEREIRA DA SILVA - FRENTE AO CIC - TIPO DE ABRIGO (SIMPLES) I,-47.4795573,-47.448676,URBANO,ABRIGO
800064,MUPI I AV.PEREIRA DA SILVA - FRENTE AO CIC,-47.4795573,-47.448676,URBANO,MUPI
800065,MUPI II AV.PEREIRA DA SILVA - FRENTE AO CIC,-47.4795573,-47.448676,URBANO,MUPI
800066,AV.PEREIRA DA SILVA - FRONTE AO CIC - TIPO DE ABRIGO (SIMPLES),-23.4909029,-47.4483283,URBANO,ABRIGO
800067,VIDRO I AV.PEREIRA DA SILVA - FRENTE AO BATALHÃO DA POLÍCIA - TIPO DE ABRIGO (SIMPLES),-23.4870638,-47.4439388,URBANO,ABRIGO
800068,VIDRO II AV.PEREIRA DA SILVA - FRENTE AO BATALHÃO DA POLÍCIA - TIPO DE ABRIGO (SIMPLES),-23.4870638,-47.4439388,URBANO,ABRIGO
800069,MUPI I AV.PEREIRA DA SILVA - FRENTE AO BATALHÃO DA POLÍCIA,-23.4870638,-47.4439388,URBANO,MUPI
800070,MUPI II AV.PEREIRA DA SILVA - FRENTE AO BATALHÃO DA POLÍCIA,-23.4870638,-47.4439388,URBANO,MUPI
800071,RICAN I AV.WASHINGTON LUIS - Nº 2006 - PRAÇA LOS ANGELES - TIPO DE ABRIGO (DUPLO),-23.5163536,-47.4731581,URBANO,ABRIGO
800072,RICAN II AV.WASHINGTON LUIS - Nº 2006 - PRAÇA LOS ANGELES - TIPO DE ABRIGO (DUPLO),-23.5163536,-47.4731581,URBANO,ABRIGO
800073,MUPI AV.WASHINGTON LUIS - Nº 2006 - PRAÇA LOS ANGELES,-23.5163536,-47.4731581,URBANO,MUPI
800074,RICAN AV.WASHINGTON LUIS - PRAÇA NOVA YORK 1 - TIPO DE ABRIGO (SIMPLES),-23.5179815,-47.4706448,URBANO,ABRIGO
800075,MUPI AV.WASHINGTON LUIS - PRAÇA NOVA YORK 1,-23.5179815,-47.4706448,URBANO,MUPI
800076,RICAN AV.WASHINGTON LUIS - PRAÇA NOVA YORK 2 - TIPO DE ABRIGO (SIMPLES),-23.5180706,-47.4707948,URBANO,ABRIGO
800077,MUPI AV.WASHINGTON LUIS - PRAÇA NOVA YORK 2,-23.5180706,-47.4707948,URBANO,MUPI
800078,RICAN AV.JUSCELINO K. DE OLIVEIRA - AO LADO DO Nº 816 - TIPO DE ABRIGO (SIMPLES),-23.5059823,-47.4600661,URBANO,ABRIGO
800079,RICAN AV.JUSCELINO K. DE OLIVEIRA - AO LADO DO ESTAC. DO CENTRO MÉDICO - TIPO DE ABRIGO (SIMPLES),-23.505772,-47.4608494,URBANO,ABRIGO
800080,MUPI AV.JUSCELINO K. DE OLIVEIRA - AO LADO DO ESTAC. DO CENTRO MÉDICO,-23.505772,-47.4608494,URBANO,MUPI
800081,RICAN I AV.JUSCELINO K. DE OLIVEIRA - EM FRENTE A RODOVIÁRIA - TIPO DE ABRIGO (DUPLO),-23.5066338,-47.4577916,URBANO,ABRIGO
800082,RICAN II AV.JUSCELINO K. DE OLIVEIRA - EM FRENTE A RODOVIÁRIA - TIPO DE ABRIGO (DUPLO),-23.5066338,-47.4577916,URBANO,ABRIGO
800083,MUPI AV.JUSCELINO K. DE OLIVEIRA - EM FRENTE A RODOVIÁRIA,-23.5066338,-47.4577916,URBANO,MUPI
800084,VIDRO PRAÇA TANCREDO NEVES - Nº 87 - AV. MOREIRA CÉSAR - TIPO DE ABRIGO (SIMPLES),-23.5050013,-47.4638724,URBANO,ABRIGO
800085,MUPI I PRAÇA TANCREDO NEVES - Nº 87 - AV. MOREIRA CÉSAR,-23.5050013,-47.4638724,URBANO,MUPI
800086,MUPI II PRAÇA TANCREDO NEVES - Nº 87 - AV. MOREIRA CÉSAR,-23.5050013,-47.4638724,URBANO,MUPI
800087,VIDRO AV. ENG. CARLOS REINALDO MENDES - FRONTE PAÇO MUNICIPAL - DROGARIA SÃO PAULO,-23.4774734,-47.4218433,URBANO,ABRIGO
800088,MUPI I AV. ENG. CARLOS REINALDO MENDES - FRONTE PAÇO MUNICIPAL - DROGARIA SÃO PAULO,-23.4774734,-47.4218433,URBANO,MUPI
800089,MUPI II AV. ENG. CARLOS REINALDO MENDES - FRONTE PAÇO MUNICIPAL - DROGARIA SÃO PAULO,-23.4774734,-47.4218433,URBANO,MUPI
800090,RICAN AV.RUDOLF DAFFNER - Nº 74 - TIPO DE ABRIGO (SIMPLES),-23.4737828,-47.4234339,URBANO,ABRIGO
800091,MUPI AV.RUDOLF DAFFNER - Nº 74 - TIPO DE ABRIGO (SIMPLES),-23.4737828,-47.4234339,URBANO,MUPI
800092,AV.RUDOLF DAFFNER - Nº 190 - TIPO DE ABRIGO (SIMPLES),-23.4747187,-47.4246314,URBANO,ABRIGO
800093,MUPI AV.RUDOLF DAFFNER - Nº 190 - TIPO DE ABRIGO (SIMPLES),-23.4747187,-47.4246314,URBANO,MUPI
800094,AV.ROBERTO SIMONSEN I - DEFRONTE A POLICLÍNICA - TIPO DE ABRIGO (TRIPLO),-23.4843802,-47.4425748,URBANO,ABRIGO
800095,AV.ROBERTO SIMONSEN II - DEFRONTE A POLICLÍNICA - TIPO DE ABRIGO (TRIPLO),-23.4843802,-47.4425748,URBANO,ABRIGO
800096,AV.ROBERTO SIMONSEN III - DEFRONTE A POLICLÍNICA - TIPO DE ABRIGO (TRIPLO),-23.4843802,-47.4425748,URBANO,ABRIGO
800097,AV.ROBERTO SIMONSEN I - AO LADO ESCOLA SENAI - TIPO DE ABRIGO (DUPLO),-23.4868059,-47.4486809,URBANO,ABRIGO
800098,AV.ROBERTO SIMONSEN II - AO LADO ESCOLA SENAI - TIPO DE ABRIGO (DUPLO),-23.4868059,-47.4486809,URBANO,ABRIGO
800099,AV. SADRAC DE ARRUDA - DEFRONT DRURY'S - TIPO DE ABRIGO (SIMPLES),-23.4869293,-47.4271233,URBANO,ABRIGO
800100,MUPI AV. SADRAC DE ARRUDA - DEFRONT DRURY'S,-23.4869293,-47.4271233,URBANO,MUPI
800101,RICAN AV. SADRAC DE ARRUDA - EM FRENTE DRURY'S - TIPO DE ABRIGO (SIMPLES),-23.4862792,-47.4277033,URBANO,ABRIGO
800102,MUPI AV. SADRAC DE ARRUDA - EM FRENTE DRURY'S,-23.4862792,-47.4277033,URBANO,MUPI
800103,RUA SANTA ROSÁLIA - LARGO DO LÍDER - TIPO DE ABRIGO (SIMPLES),-23.4931305,-23.4931305,URBANO,ABRIGO
800104,AV. ENG. CARLOS REINALDO MENDES - EM FRENTE A CRECHE DA PREFEITURA - TIPO DE ABRIGO (SIMPLES),-23.4777134,-47.4219429,URBANO,ABRIGO
800105,RICAN I  - AV.INDEPENDÊNCIA - Nº 4241 - TIPO DE ABRIGO (DUPLO),-23.4685099,-47.4242085,URBANO,ABRIGO
800106,RICAN II  - AV.INDEPENDÊNCIA - Nº 4241 - TIPO DE ABRIGO (DUPLO),-23.4685099,-47.4242085,URBANO,ABRIGO
800107,RICAN I AV.INDEPENDÊNCIA - DE FRONT UNIP - TIPO DE ABRIGO (TRIPLO),-23.459879,-47.4216139,URBANO,ABRIGO
800108,RICAN II AV.INDEPENDÊNCIA - DE FRONT UNIP - TIPO DE ABRIGO (TRIPLO),-23.459879,-47.4216139,URBANO,ABRIGO
800109,RICAN III AV.INDEPENDÊNCIA - DE FRONT UNIP - TIPO DE ABRIGO (TRIPLO),-23.459879,-47.4216139,URBANO,ABRIGO
800110,MUPI AV.INDEPENDÊNCIA - DE FRONT UNIP,-23.459879,-47.4216139,URBANO,MUPI
800111,RICAN  AV.INDEPENDÊNCIA - EM FRENT UNIP - TIPO DE ABRIGO (SIMPLES),-23.4595507,-47.4213884,URBANO,ABRIGO
800112,MUPI AV.INDEPENDÊNCIA - EM FRENT UNIP,-23.4595507,-47.4213884,URBANO,MUPI
800113,AV.COMENDADOR PEREIRA INÁCIO - SMARTFIT - CENTRO X BAIRRO - TIPO DE ABRIGO (SIMPLES),-23.5135012,-47.455451,URBANO,ABRIGO
800114,AV.COMENDADOR PEREIRA INÁCIO - SMARTFIT - BAIRRO X CENTRO - TIPO DE ABRIGO (SIMPLES),-23.5134148,-47.4554093,URBANO,ABRIGO
800115,VIDRO RUA CAP. BENTO MASCARENHAS JEQUITINHONHA - Nº 2311 - TIPO DE ABRIGO (SIMPLES),-23.5156433,-47.4751321,URBANO,ABRIGO
800116,MUPI I RUA CAP. BENTO MASCARENHAS JEQUITINHONHA - Nº 2311,-23.5156433,-47.4751321,URBANO,MUPI
800117,MUPI II RUA CAP. BENTO MASCARENHAS JEQUITINHONHA - Nº 2311,-23.5156433,-47.4751321,URBANO,MUPI
800118,RICAN AV. AMÉRICO DE CARVALHO - Nº 1203 - TIPO DE ABRIGO (SIMPLES) - BAIRRO X CENTRO,-23.5160137,-47.4810734,URBANO,ABRIGO
800119,MUPI AV. AMÉRICO DE CARVALHO - Nº 1203 - BAIRRO X CENTRO,-23.5160137,-47.4810734,URBANO,MUPI
800120,RICAN AV. AMÉRICO DE CARVALHO - Nº 1203 - TIPO DE ABRIGO (SIMPLES) - CENTRO X BAIRRO,-23.5158652,-47.4810627,URBANO,ABRIGO
800121,MUPI I AV. AMÉRICO DE CARVALHO - Nº 1203 - CENTRO X BAIRRO,-23.5158652,-47.4810627,URBANO,MUPI
800122,MUPI II AV. AMÉRICO DE CARVALHO - Nº 1203 - CENTRO X BAIRRO,-23.5158652,-47.4810627,URBANO,MUPI
800123,TAXI RUA PEDRO JOSÉ SENGER - Nº 98,-23.4988794,-47.4441663,URBANO,TAXI
800124,TAXI RUA BOLÍVIA,-23.517597,-47.4389121,URBANO,TAXI
800125,TAXI RUA CLAUDIO MANOEL DA COSTA - Nº 234,-23.5090582,-47.4579772,URBANO,TAXI
800126,TAXI AV. DOUTOR AFONSO VERGUEIRO - Nº 1900,-23.4971324,-47.4674086,URBANO,TAXI
800127,TAXI RUA PADRE LUIZ - 17,-23.5010725,-47.4587553,URBANO,TAXI
800128,MUPI I RUA PADRE LUIZ - 17,-23.5010725,-47.4587553,URBANO,MUPI
800129,MUPI II RUA PADRE LUIZ - 17,-23.5010725,-47.4587553,URBANO,MUPI
800130,TAXI LARGO DE SÃO BENTO,-23.5020154,-47.4594125,URBANO,TAXI
